strategy,baseline_mode,AF_delta,EF_delta,AUDC_delta,mSUN_delta,Mean Comp. L1_delta,Unique Comps_delta,Unique SGs_delta
random_generator_baseline,dataset,0.0,0.0,0.011131428571428556,0.009857142857142856,-0.08019706627503154,0.628571428571429,0.0
random_generator_diversity_planner_comp,dataset,0.10631435029813963,-0.053454632827945714,0.007552000000000003,0.006400000000000017,0.007203062862883414,0.3705882352941181,0.0
chemeleon_generative_baseline,dataset,0.08204425700402829,-0.1620023930929273,-0.005402666666666639,-0.0023999999999999855,-0.017958045618168716,-0.0906474820143881,-0.22920863309352546
chemeleon_diversity_planner_comp,dataset,-0.14575001451921632,-0.20803985693045512,0.0014693333333333503,-0.000466666666666643,-0.008091520459123536,-0.04305555555555607,0.10166666666666657
chemeleon_llm_planner,dataset,-0.5558795610328131,-0.9651855614576581,-0.015437333333333358,-0.01759999999999995,0.24153871796030624,2.133333333333333,1.88
chemeleon_mlip_ranking_chain_filter,dataset,-1.0081709155494103,-1.772027581847325,0.011978666666666693,0.009199999999999986,0.01300253015185815,0.1999999999999993,-0.036666666666666625
llm_react_orchestrator,dataset,-0.4326857205470729,-2.63205328088905,-0.04218356164383563,-0.06794520547945204,0.11499001775291529,-1.3876712328767127,-1.2082191780821923
