episode_id,final/convex_hull_e_above_hull_max,final/convex_hull_e_above_hull_mean,final/convex_hull_e_above_hull_min,final/convex_hull_e_above_hull_std,final/convex_hull_energy_per_atom_max,final/convex_hull_energy_per_atom_mean,final/convex_hull_energy_per_atom_min,final/convex_hull_energy_per_atom_std,final/convex_hull_formation_energy_per_atom_max,final/convex_hull_formation_energy_per_atom_mean,final/convex_hull_formation_energy_per_atom_min,final/convex_hull_formation_energy_per_atom_std,final/convex_hull_stable_count,final/convex_hull_stable_fraction,final/discovery_curve_acceleration_factor,final/discovery_curve_area_under_discovery_curve,final/discovery_curve_area_under_discovery_curve_normalized,final/discovery_curve_enhancement_factor,final/discovery_efficiency,final/diversity_all_composition_l1_distance_max,final/diversity_all_composition_l1_distance_mean,final/diversity_all_composition_l1_distance_min,final/diversity_all_composition_l1_distance_std,final/diversity_all_composition_l2_distance_max,final/diversity_all_composition_l2_distance_mean,final/diversity_all_composition_l2_distance_min,final/diversity_all_composition_l2_distance_std,final/diversity_all_composition_unique_composition_count,final/diversity_all_composition_unique_composition_fraction,final/diversity_all_structure_amd_distance_max,final/diversity_all_structure_amd_distance_mean,final/diversity_all_structure_amd_distance_min,final/diversity_all_structure_lattice_parameter_variance,final/diversity_all_structure_spacegroup_entropy,final/diversity_all_structure_unique_spacegroups_count,final/diversity_all_structure_unique_spacegroups_fraction,final/diversity_all_structure_unique_structure_count,final/diversity_all_structure_unique_structure_fraction,final/diversity_stable_composition_l1_distance_max,final/diversity_stable_composition_l1_distance_mean,final/diversity_stable_composition_l1_distance_min,final/diversity_stable_composition_l1_distance_std,final/diversity_stable_composition_l2_distance_max,final/diversity_stable_composition_l2_distance_mean,final/diversity_stable_composition_l2_distance_min,final/diversity_stable_composition_l2_distance_std,final/diversity_stable_composition_unique_composition_count,final/diversity_stable_composition_unique_composition_fraction,final/diversity_stable_structure_amd_distance_max,final/diversity_stable_structure_amd_distance_mean,final/diversity_stable_structure_amd_distance_min,final/diversity_stable_structure_lattice_parameter_variance,final/diversity_stable_structure_spacegroup_entropy,final/diversity_stable_structure_unique_spacegroups_count,final/diversity_stable_structure_unique_spacegroups_fraction,final/diversity_stable_structure_unique_structure_count,final/diversity_stable_structure_unique_structure_fraction,final/novelty_novel_structure_count,final/novelty_novel_structure_fraction,final/novelty_stable_count,final/novelty_stable_fraction,final/novelty_stable_novel_count,final/novelty_stable_novel_fraction,final/novelty_stable_unique_count,final/novelty_stable_unique_fraction,final/novelty_stable_unique_novel_count,final/novelty_stable_unique_novel_fraction,final/novelty_unique_structure_count,final/novelty_unique_structure_fraction,final/num_correct_stable_formulas,final/num_correct_stable_structures,final/num_ground_truth_stable_formulas,final/num_ground_truth_stable_structures,final/num_gt_formulas_missing_initial,final/num_gt_structures_missing_initial,final/num_initial_structures,final/num_newly_discovered_stable,final/num_newly_discovered_structures,final/num_observed_stable_formulas,final/precision_formula,final/precision_structure,final/queries_used,final/recall_formula,final/recall_structure,final/reference_composition_precision,final/reference_composition_recall,final/reference_structure_precision,final/reference_structure_recall,final/stable_discovery_efficiency,final/validity_distance_and_smact_valid_count,final/validity_distance_and_smact_valid_fraction,final/validity_distance_valid_count,final/validity_distance_valid_fraction,final/validity_min_interatomic_distance_mean,final/validity_min_interatomic_distance_min,final/validity_min_interatomic_distance_std,final/validity_smact_valid_count,final/validity_smact_valid_fraction
0,0.7588022405451023,0.2724292369455247,0.08479499816894531,0.11993652174632016,-5.59320592880249,-6.9494585125956965,-8.739660162674753,0.6440242008778835,0.3376577581678118,-0.2503329077247548,-0.8782778908224667,0.28341242547178347,2.0,0.04,0.0,10.0,0.008,0.0,1.0,1.9000000000000001,1.003399214378427,0.11764705882352952,0.357233212591315,1.0488761961016535,0.5490954521897831,0.07154474344272353,0.19822543335087625,50.0,1.0,11.867881616954794,3.031833531272869,0.15098666323632814,12.29739070281065,-0.0,1.0,0.02,50.0,1.0,0.875,0.875,0.875,0.0,0.5519850541454905,0.5519850541454905,0.5519850541454905,0.0,2.0,1.0,0.8251602388069461,0.8251602388069461,0.8251602388069461,6.952067863250202,-0.0,1.0,0.5,2.0,1.0,50.0,1.0,2.0,0.04,2.0,0.04,2.0,0.04,2.0,0.04,50.0,1.0,0,0,27,42,0,0,42,2,50,29,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.04,41.0,0.82,41.0,0.82,0.8667961687585257,0.2617045991360894,0.4392120165166565,50.0,1.0
1,1.5578219890594482,0.3176161004657601,0.10082405805587769,0.22555498499386867,-5.182746887207031,-7.031761551582605,-8.29718660053454,0.7340798763799261,0.9802706241607666,-0.13985756889395712,-0.9037248209903115,0.3444319737874721,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0354453283916227,0.16666666666666669,0.367415274391638,1.1726039399558574,0.5739218876486302,0.08748177652797064,0.21446182348137985,50.0,1.0,10.41332539587604,2.8825541523394906,0.1227188611702279,13.376909841046299,-0.0,1.0,0.02,50.0,1.0,,,,,,,,,,,,,,,,,,,,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0,0,27,42,0,0,42,0,50,27,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.9,45.0,0.9,1.0290462425715836,0.2849671333287574,0.4848997700922439,50.0,1.0
2,3.1182675361633265,0.3355528745993995,0.033163452148437855,0.4100959223256632,-4.853330135345459,-7.02548001705268,-8.420334879557291,0.8101657009504514,2.955594301223755,-0.03074387474551194,-0.7364148340727154,0.4970251006852699,2.0,0.04,0.0,64.0,0.0512,0.0,1.0,2.0,0.9873575899609891,0.15000000000000005,0.3503067526729843,1.0902972763827183,0.5381502640338259,0.08171135032529364,0.19356055497110763,50.0,1.0,13.725260346547007,2.9432608377878964,0.12230963483756119,11.709956776992266,-0.0,1.0,0.02,50.0,1.0,1.0666666666666664,1.0666666666666664,1.0666666666666664,0.0,0.7118052168020874,0.7118052168020874,0.7118052168020874,0.0,2.0,1.0,0.6740369022794521,0.6740369022794521,0.6740369022794521,12.263090525569522,-0.0,1.0,0.5,2.0,1.0,50.0,1.0,2.0,0.04,2.0,0.04,2.0,0.04,2.0,0.04,50.0,1.0,0,0,27,42,0,0,42,2,50,29,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.04,37.0,0.74,37.0,0.74,0.8376326096457812,0.16473163538196783,0.5272377224536287,50.0,1.0
3,0.6839380264282218,0.24940426288404288,0.048456788063049316,0.11336588069408496,-4.763481727013221,-7.104702677581958,-8.948605346679688,0.8188539981400292,0.31617192661061005,-0.14803083556113128,-1.0551336288452149,0.3375583032670971,3.0,0.06,0.0,45.5,0.0364,0.0,1.0,2.0,1.1599861980300472,0.1111111111111111,0.4077456808333239,1.199746048844276,0.6506413519968792,0.07578881603955957,0.23486227956019673,50.0,1.0,11.697637651572173,2.640371199273826,0.10437455549195285,11.56404292736485,-0.0,1.0,0.02,50.0,1.0,2.0,1.3620915032679737,0.21960784313725498,0.809689705872444,1.131218396488332,0.7932233809818278,0.13550707876996862,0.46513548774345004,3.0,1.0,1.9166524895159434,1.2947297042635328,0.8743907314203767,9.032028241694675,-0.0,1.0,0.3333333333333333,3.0,1.0,50.0,1.0,3.0,0.06,3.0,0.06,3.0,0.06,3.0,0.06,50.0,1.0,0,0,27,42,0,0,42,3,50,30,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.06,45.0,0.9,45.0,0.9,0.8791009330326398,0.28228733861335176,0.37603716967378137,50.0,1.0
4,0.5236784617106123,0.295753983671882,0.07801024119059274,0.09247693061494981,-4.876984024047852,-6.836003339053155,-8.254649915193257,0.6706658927555542,0.5236784617106119,-0.19409084952822067,-0.8237992392645942,0.2921374479062825,1.0,0.02,0.0,48.5,0.0388,0.0,1.0,1.8823529411764708,0.9005421674777838,0.12631578947368421,0.32979659473066025,1.0942046138744899,0.4895109185233539,0.07021928454803335,0.18481747948034016,50.0,1.0,11.93183238538229,2.7209557848660912,0.13550573650823594,11.735339876011553,-0.0,1.0,0.02,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,1.0,1.0,50.0,1.0,1.0,0.02,1.0,0.02,1.0,0.02,1.0,0.02,50.0,1.0,0,0,27,42,0,0,42,1,50,28,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.02,42.0,0.84,42.0,0.84,0.8468859971989663,0.3021999784352036,0.4105957491369682,50.0,1.0
