episode_id,final/convex_hull_e_above_hull_max,final/convex_hull_e_above_hull_mean,final/convex_hull_e_above_hull_min,final/convex_hull_e_above_hull_std,final/convex_hull_energy_per_atom_max,final/convex_hull_energy_per_atom_mean,final/convex_hull_energy_per_atom_min,final/convex_hull_energy_per_atom_std,final/convex_hull_formation_energy_per_atom_max,final/convex_hull_formation_energy_per_atom_mean,final/convex_hull_formation_energy_per_atom_min,final/convex_hull_formation_energy_per_atom_std,final/convex_hull_stable_count,final/convex_hull_stable_fraction,final/discovery_curve_acceleration_factor,final/discovery_curve_area_under_discovery_curve,final/discovery_curve_area_under_discovery_curve_normalized,final/discovery_curve_enhancement_factor,final/discovery_efficiency,final/diversity_all_composition_l1_distance_max,final/diversity_all_composition_l1_distance_mean,final/diversity_all_composition_l1_distance_min,final/diversity_all_composition_l1_distance_std,final/diversity_all_composition_l2_distance_max,final/diversity_all_composition_l2_distance_mean,final/diversity_all_composition_l2_distance_min,final/diversity_all_composition_l2_distance_std,final/diversity_all_composition_unique_composition_count,final/diversity_all_composition_unique_composition_fraction,final/diversity_all_structure_amd_distance_max,final/diversity_all_structure_amd_distance_mean,final/diversity_all_structure_amd_distance_min,final/diversity_all_structure_lattice_parameter_variance,final/diversity_all_structure_spacegroup_entropy,final/diversity_all_structure_unique_spacegroups_count,final/diversity_all_structure_unique_spacegroups_fraction,final/diversity_all_structure_unique_structure_count,final/diversity_all_structure_unique_structure_fraction,final/diversity_stable_composition_l1_distance_max,final/diversity_stable_composition_l1_distance_mean,final/diversity_stable_composition_l1_distance_min,final/diversity_stable_composition_l1_distance_std,final/diversity_stable_composition_l2_distance_max,final/diversity_stable_composition_l2_distance_mean,final/diversity_stable_composition_l2_distance_min,final/diversity_stable_composition_l2_distance_std,final/diversity_stable_composition_unique_composition_count,final/diversity_stable_composition_unique_composition_fraction,final/diversity_stable_structure_amd_distance_max,final/diversity_stable_structure_amd_distance_mean,final/diversity_stable_structure_amd_distance_min,final/diversity_stable_structure_lattice_parameter_variance,final/diversity_stable_structure_spacegroup_entropy,final/diversity_stable_structure_unique_spacegroups_count,final/diversity_stable_structure_unique_spacegroups_fraction,final/diversity_stable_structure_unique_structure_count,final/diversity_stable_structure_unique_structure_fraction,final/novelty_novel_structure_count,final/novelty_novel_structure_fraction,final/novelty_stable_count,final/novelty_stable_fraction,final/novelty_stable_novel_count,final/novelty_stable_novel_fraction,final/novelty_stable_unique_count,final/novelty_stable_unique_fraction,final/novelty_stable_unique_novel_count,final/novelty_stable_unique_novel_fraction,final/novelty_unique_structure_count,final/novelty_unique_structure_fraction,final/num_correct_stable_formulas,final/num_correct_stable_structures,final/num_ground_truth_stable_formulas,final/num_ground_truth_stable_structures,final/num_gt_formulas_missing_initial,final/num_gt_structures_missing_initial,final/num_initial_structures,final/num_newly_discovered_stable,final/num_newly_discovered_structures,final/num_observed_stable_formulas,final/precision_formula,final/precision_structure,final/queries_used,final/recall_formula,final/recall_structure,final/reference_composition_precision,final/reference_composition_recall,final/reference_structure_precision,final/reference_structure_recall,final/stable_discovery_efficiency,final/validity_distance_and_smact_valid_count,final/validity_distance_and_smact_valid_fraction,final/validity_distance_valid_count,final/validity_distance_valid_fraction,final/validity_min_interatomic_distance_mean,final/validity_min_interatomic_distance_min,final/validity_min_interatomic_distance_std,final/validity_smact_valid_count,final/validity_smact_valid_fraction
0,13.413331684313325,0.528243425394351,0.08032925923665246,1.8452539229841705,5.517251265676398,-7.87715735629755,-12.446687970842634,2.7729964145895694,13.268946062054551,0.43308943133853117,-0.10807560651730341,1.8415338628615892,6.0,0.12,0.0,167.0,0.1336,0.0,1.0,1.8666666666666667,0.900240855162192,0.009523809523809504,0.44057645612362706,1.2806790733391755,0.5820568457742348,0.006734350297014724,0.2866534769404813,50.0,1.0,2.4906856694404125,0.8539758176656953,0.13876911035277573,2.6763374551994397,0.5837108476043088,4.0,0.08,50.0,1.0,1.8571428571428572,1.0987057387057386,0.11403508771929827,0.584408703670251,1.2770042270557946,0.7102389764568772,0.07771949625732176,0.3665397790993501,6.0,1.0,2.4679842467738204,1.1551361108485059,0.2629868220946108,2.211221824221517,0.8675632284814612,3.0,0.5,6.0,1.0,50.0,1.0,6.0,0.12,6.0,0.12,6.0,0.12,6.0,0.12,50.0,1.0,0,0,10,19,0,0,19,6,50,16,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.12,49.0,0.98,49.0,0.98,2.3361254571976886,0.08339531680522,0.35380389174335114,50.0,1.0
1,0.5566248212541858,0.26389160862800926,0.04183380126953207,0.11641095880568877,-5.289614359537761,-8.00923754877946,-12.179868425641741,1.527033885137302,0.5430154588487407,0.1734846066829193,-0.1088099161783859,0.15871130075145268,3.0,0.06,0.0,61.5,0.0492,0.0,1.0,1.8888888888888888,0.8528607122888414,0.04444444444444445,0.4305697763381919,1.2757303916776213,0.5501707959237714,0.02721655269759086,0.27844497703264764,50.0,1.0,2.688821177704913,0.8659735990157702,0.10815344889082645,2.708193236224702,0.3237561833380921,3.0,0.06,50.0,1.0,0.8,0.6666666666666666,0.5263157894736843,0.1118412452667314,0.5656854249492381,0.43905142731692354,0.33651299711885857,0.09509801153512264,3.0,1.0,1.4743674352299116,1.044758752522238,0.783307166227786,4.76976925512523,-0.0,1.0,0.3333333333333333,3.0,1.0,50.0,1.0,3.0,0.06,3.0,0.06,3.0,0.06,3.0,0.06,50.0,1.0,0,0,10,19,0,0,19,3,50,13,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.06,50.0,1.0,50.0,1.0,2.3169778715922216,1.8993556032105106,0.1817540995963952,50.0,1.0
2,0.603957434261547,0.27793016538634674,0.0435874938964842,0.1423087001431064,-4.701917012532552,-7.832330597171055,-12.50639533996582,1.8969003712450987,0.5619957306805778,0.19199611281851786,-0.1292792320251465,0.18646771695770495,8.0,0.16,0.0,180.0,0.144,0.0,1.0,1.8823529411764706,0.9046005784966422,0.010101010101010166,0.44639983464939254,1.3284325030745496,0.5846903539202413,0.007142492739258102,0.28945950571604073,50.0,1.0,2.677394277899001,0.9052920959482162,0.11158745554972205,3.907129955993064,0.7340589135735003,5.0,0.1,50.0,1.0,1.875,1.0032324293353705,0.025974025974025983,0.6710377298637314,1.3113420818213513,0.6854540262799775,0.01836640990094929,0.44492026902832654,8.0,1.0,2.3658603481993294,1.1947987980569998,0.2656617953157143,2.5492376162366086,0.9002560512685369,3.0,0.375,8.0,1.0,50.0,1.0,8.0,0.16,8.0,0.16,8.0,0.16,8.0,0.16,50.0,1.0,0,0,10,19,0,0,19,8,50,18,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.16,50.0,1.0,50.0,1.0,2.364331543393801,1.4591129936422342,0.25520122297639153,50.0,1.0
3,0.5350467681884759,0.29273710845664774,0.037307453155517756,0.11962680228729927,-5.29558204202091,-8.62892133632383,-12.356562296549479,2.017165279612034,0.46770801544189455,0.21242580110736964,-0.15097443262735943,0.14768449558735494,2.0,0.04,0.0,53.0,0.0424,0.0,1.0,1.8947368421052633,0.8702891610120396,0.033333333333333284,0.44432115170465064,1.3075743544903193,0.5622697199359648,0.022009749333964327,0.28858404799017756,50.0,1.0,2.5900552195567137,0.8573557345577886,0.1132228612395032,2.9649996275799158,0.7837162490634202,7.0,0.14,50.0,1.0,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.0,0.07856742013183864,0.07856742013183864,0.07856742013183864,0.0,2.0,1.0,0.71314804129387,0.71314804129387,0.71314804129387,4.0994085316628235,0.6931471805599453,2.0,1.0,2.0,1.0,50.0,1.0,2.0,0.04,2.0,0.04,2.0,0.04,2.0,0.04,50.0,1.0,0,0,10,19,0,0,19,2,50,12,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.04,50.0,1.0,50.0,1.0,2.4190216917810745,1.855539647241236,0.2630935312680951,50.0,1.0
4,0.5734280049800873,0.2636654546412291,0.0,0.12985538858191037,-5.994041919708252,-8.351818684141135,-12.594955444335938,1.7382998723982737,0.5535012986924907,0.17636891715539776,-0.212523778279623,0.16132167756382226,5.0,0.1,0.0,121.5,0.0972,0.0,1.0,1.9,0.8728096224661588,0.0,0.4273811365841549,1.3328580423067673,0.5636227082859065,0.0,0.27730135539748063,49.0,0.98,2.5235718463387933,0.8760392199727556,0.0700080892415631,2.7938195483110806,0.45010265293990304,3.0,0.06,50.0,1.0,1.9,1.083076923076923,0.23076923076923073,0.5722870136876277,1.1873220825920197,0.6931329338060694,0.14390989949130542,0.3464082688622096,5.0,1.0,1.3606294073131666,0.8154817515472083,0.4552997005512909,0.881109691981254,0.5004024235381879,2.0,0.4,5.0,1.0,50.0,1.0,5.0,0.1,5.0,0.1,5.0,0.1,5.0,0.1,50.0,1.0,0,0,10,19,0,0,19,5,50,15,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.1,50.0,1.0,50.0,1.0,2.322281410727264,1.6560824566275476,0.26030668213155367,50.0,1.0
